"December 12, 2012 at 07:07AM",29,Partly Cloudy,46,30
"February 06, 2014 at 06:56AM",24,Partly Cloudy,28,13
"February 07, 2014 at 06:54AM",22,Fair,31,12
"February 08, 2014 at 06:54AM",22,Fair,31,18
"February 09, 2014 at 06:52AM",20,Fair,31,23
"February 10, 2014 at 06:52AM",22,Fair,27,15
"February 11, 2014 at 06:50AM",6,Fair,26,8
"February 12, 2014 at 06:48AM",11,Fair,27,22
"February 13, 2014 at 06:48AM",25,Light Snow,37,32
"February 14, 2014 at 06:48AM",32,Light Snow,37,26
"February 15, 2014 at 06:46AM",23,Mostly Cloudy,37,17
"February 16, 2014 at 06:44AM",28,Fair,30,12
"February 17, 2014 at 06:44AM",18,Fair,30,19
"February 18, 2014 at 06:41AM",24,Mostly Cloudy,36,26
"February 19, 2014 at 06:39AM",18,Fair,40,29
"February 20, 2014 at 06:37AM",29,Fair,42,35
"February 21, 2014 at 06:37AM",36,Fog,48,32
"February 22, 2014 at 06:35AM",37,Fair,48,33
"February 23, 2014 at 06:33AM",30,Mostly Cloudy,47,31
"February 24, 2014 at 06:33AM",36,Mostly Cloudy,35,20
"February 25, 2014 at 06:31AM",23,Fair,31,20
"February 26, 2014 at 06:31AM",18,Fair,29,10
"February 27, 2014 at 06:29AM",7,Fair,31,8
"February 28, 2014 at 06:26AM",10,Fair,22,12
"March 01, 2014 at 06:24AM",9,Fair,36,28
"March 02, 2014 at 06:22AM",34,Cloudy,34,18
"March 03, 2014 at 06:22AM",20,Cloudy,24,5
"March 04, 2014 at 06:20AM",10,Fair,29,18
"March 05, 2014 at 06:18AM",25,Cloudy,36,11
"March 06, 2014 at 06:16AM",15,Fair,29,18
"March 07, 2014 at 06:16AM",20,Cloudy,38,27
"March 08, 2014 at 06:14AM",31,Fair,44,26
"March 09, 2014 at 07:12AM",35,Mostly Cloudy,37,30
"March 10, 2014 at 07:09AM",36,Cloudy,44,36
"March 11, 2014 at 07:09AM",30,Fair,52,37
"March 12, 2014 at 07:07AM",41,Partly Cloudy,48,22
"March 13, 2014 at 07:05AM",23,Cloudy,26,17
"March 14, 2014 at 07:03AM",20,Cloudy,39,36
"March 15, 2014 at 07:01AM",38,Light Rain,50,28
"March 16, 2014 at 07:01AM",33,Fair,33,22
"March 17, 2014 at 06:59AM",23,Cloudy,36,20
"March 18, 2014 at 06:57AM",20,Fair,41,27
"March 19, 2014 at 06:54AM",25,Fair,39,37
"March 20, 2014 at 06:54AM",37,Cloudy,54,35
"March 21, 2014 at 06:52AM",38,Fair,47,35
"March 22, 2014 at 06:50AM",33,Partly Cloudy,55,33
"March 23, 2014 at 06:48AM",38,Mostly Cloudy,40,21
"March 24, 2014 at 06:46AM",20,Fair,35,27
"March 25, 2014 at 06:44AM",17,Fair,40,30
"March 26, 2014 at 06:44AM",32,Cloudy,36,21
"March 27, 2014 at 06:42AM",21,Fair,40,37
"March 28, 2014 at 06:40AM",31,Fair,51,40
"March 29, 2014 at 06:37AM",41,Fair,48,43
"March 30, 2014 at 06:37AM",44,Cloudy,46,38
"March 31, 2014 at 06:35AM",40,Cloudy,50,33
"April 01, 2014 at 06:33AM",36,Fair,50,36
"April 02, 2014 at 06:31AM",35,Fair,50,38
"April 03, 2014 at 06:29AM",41,Fair,54,38
"April 04, 2014 at 06:29AM",42,Cloudy,44,40
"April 05, 2014 at 06:27AM",39,Cloudy,51,34
"April 06, 2014 at 06:25AM",37,Fair,51,37
"April 07, 2014 at 06:22AM",35,Fair,47,44
"April 08, 2014 at 06:22AM",48,Light Rain,56,40
"April 09, 2014 at 06:20AM",43,Partly Cloudy,56,36
"April 10, 2014 at 06:18AM",30,Fair,52,45
"April 11, 2014 at 06:16AM",47,Partly Cloudy,58,44
"April 12, 2014 at 06:16AM",49,Fair,59,43
"April 13, 2014 at 06:14AM",46,Cloudy,58,49
"April 14, 2014 at 06:12AM",53,Mostly Cloudy,60,52
"April 15, 2014 at 06:10AM",54,Cloudy,57,34
"April 16, 2014 at 06:08AM",33,Fair,47,32
"April 17, 2014 at 06:08AM",30,Fair,46,33
"April 18, 2014 at 06:05AM",33,Cloudy,46,39
"April 19, 2014 at 06:05AM",42,Fair,61,38
"April 20, 2014 at 06:03AM",42,Fair,51,38
"April 21, 2014 at 06:01AM",32,Fair,55,42
"April 22, 2014 at 05:59AM",43,Fair,59,46
"April 23, 2014 at 05:59AM",53,Cloudy,56,38
"April 24, 2014 at 05:57AM",44,Fair,58,39
"April 25, 2014 at 05:55AM",44,Fair,55,45
"April 26, 2014 at 05:55AM",47,Rain,54,42
"April 27, 2014 at 05:53AM",43,Fair,58,42
"April 28, 2014 at 05:50AM",45,Fair,60,45
"April 29, 2014 at 05:50AM",50,Cloudy,50,44
"April 30, 2014 at 05:50AM",43,Light Rain,47,46
"May 01, 2014 at 05:48AM",58,Rain,62,49
"May 02, 2014 at 05:46AM",53,Cloudy,61,48
"May 03, 2014 at 05:44AM",45,Fair,60,49
"May 04, 2014 at 05:44AM",54,Mostly Cloudy,60,47
"May 05, 2014 at 05:42AM",52,Partly Cloudy,61,45
"May 06, 2014 at 05:42AM",48,Fair,62,44
"May 07, 2014 at 05:40AM",48,Fair,62,49
"May 08, 2014 at 05:38AM",48,Cloudy,57,50
"May 09, 2014 at 05:38AM",55,Fog,56,53
"May 10, 2014 at 05:36AM",61,Cloudy,68,56
"May 11, 2014 at 05:36AM",61,Mostly Cloudy,73,54
"May 12, 2014 at 05:33AM",51,Fair,72,57
"May 13, 2014 at 05:33AM",63,Cloudy,61,51
"May 14, 2014 at 05:33AM",49,Partly Cloudy,60,56
"May 15, 2014 at 05:31AM",61,Cloudy,64,59
"May 16, 2014 at 05:31AM",61,Cloudy,63,58
"May 17, 2014 at 05:29AM",58,Mostly Cloudy,66,51
"May 18, 2014 at 05:29AM",54,Partly Cloudy,65,49
"May 19, 2014 at 05:27AM",52,Fair,66,51
"May 20, 2014 at 05:27AM",56,Fair,72,54
"May 21, 2014 at 05:25AM",56,Mostly Cloudy,66,54
"May 22, 2014 at 05:25AM",57,Light Rain,60,54
"May 23, 2014 at 05:25AM",55,Cloudy,61,53
"May 24, 2014 at 05:23AM",57,Cloudy,66,54
"May 25, 2014 at 05:23AM",55,Fair,68,58
"May 26, 2014 at 05:23AM",53,Partly Cloudy,80,63
"May 27, 2014 at 05:21AM",61,Fair,76,54
"May 28, 2014 at 05:21AM",55,Cloudy,59,48
"May 29, 2014 at 05:21AM",47,Fair,61,51
"May 30, 2014 at 05:18AM",51,Cloudy,65,54
"May 31, 2014 at 05:18AM",54,Fair,67,49
"June 01, 2014 at 05:18AM",49,Fair,71,55
"June 02, 2014 at 05:18AM",52,Fair,74,59
"June 03, 2014 at 05:18AM",57,Fair,73,59
"June 04, 2014 at 05:18AM",64,Cloudy,74,59
"June 05, 2014 at 05:18AM",63,Cloudy,67,55
"June 06, 2014 at 05:18AM",59,Fair,74,58
"June 07, 2014 at 05:16AM",58,Fair,77,61
"June 08, 2014 at 05:16AM",60,Fair,79,61
"June 09, 2014 at 05:16AM",67,Partly Cloudy,68,63
"June 10, 2014 at 05:16AM",65,Cloudy,72,62
"June 11, 2014 at 05:16AM",65,Cloudy,69,60
"June 12, 2014 at 05:16AM",61,Cloudy,68,65
"June 13, 2014 at 05:16AM",64,Cloudy,74,67
"June 14, 2014 at 05:16AM",66,Fog,76,58
"June 15, 2014 at 05:16AM",59,Fair,78,59
"June 16, 2014 at 05:16AM",63,Fair,75,63
"June 17, 2014 at 05:16AM",64,Cloudy,78,66
"June 18, 2014 at 05:16AM",73,Fair,84,66
"June 19, 2014 at 05:16AM",70,Mostly Cloudy,74,60
"June 20, 2014 at 05:16AM",58,Fair,77,59
"June 21, 2014 at 05:16AM",58,Fair,73,59
"June 22, 2014 at 05:16AM",58,Fair,76,59
"June 23, 2014 at 05:16AM",58,Fair,77,61
"June 24, 2014 at 05:18AM",65,Fair,78,66
"June 25, 2014 at 05:18AM",70,Cloudy,78,68
"June 26, 2014 at 05:18AM",73,Light Rain,83,65
"June 27, 2014 at 05:18AM",65,Cloudy,79,59
"June 28, 2014 at 05:18AM",62,Fair,82,61
"June 29, 2014 at 05:18AM",61,Fair,81,64
"June 30, 2014 at 05:18AM",70,Fair,82,69
"July 01, 2014 at 05:21AM",71,Fair,83,70
"July 02, 2014 at 05:21AM",73,Fair,83,71
"July 03, 2014 at 05:21AM",75,Mostly Cloudy,85,72
"July 04, 2014 at 05:21AM",74,Cloudy,75,62
"July 05, 2014 at 05:23AM",66,Fair,84,61
"July 06, 2014 at 05:23AM",61,Fair,82,69
"July 07, 2014 at 05:23AM",71,Mostly Cloudy,87,72
"July 08, 2014 at 05:25AM",70,Fair,89,75
"July 09, 2014 at 05:25AM",73,Fair,83,68
"July 10, 2014 at 05:25AM",71,Partly Cloudy,81,67
"July 11, 2014 at 05:27AM",69,Fair,80,65
"July 12, 2014 at 05:27AM",66,Fair,81,67
"July 13, 2014 at 05:27AM",72,Partly Cloudy,79,71
"July 14, 2014 at 05:29AM",73,Mostly Cloudy,82,71
"July 15, 2014 at 05:29AM",74,Fog,80,71
"July 16, 2014 at 05:31AM",73,Mostly Cloudy,76,65
"July 17, 2014 at 05:31AM",68,Fair,80,63
"July 18, 2014 at 05:31AM",64,Fair,80,64
"July 19, 2014 at 05:33AM",63,Fair,76,63
"July 20, 2014 at 05:33AM",64,Fair,76,62
"July 21, 2014 at 05:33AM",62,Fair,80,66
"July 22, 2014 at 05:36AM",69,Fair,86,71
"July 23, 2014 at 05:36AM",74,Fair,84,70
"July 24, 2014 at 05:36AM",72,Partly Cloudy,83,64
"July 25, 2014 at 05:38AM",64,Partly Cloudy,81,66
"July 26, 2014 at 05:38AM",73,Fair,80,69
"July 27, 2014 at 05:40AM",73,Partly Cloudy,81,71
"July 28, 2014 at 05:40AM",75,Thunderstorm,80,62
"July 29, 2014 at 05:42AM",67,Fair,78,64
"July 30, 2014 at 05:42AM",60,Mostly Cloudy,79,66
"July 31, 2014 at 05:44AM",64,Fair,79,67
"August 01, 2014 at 05:44AM",73,Fair,80,67
"August 02, 2014 at 05:46AM",72,Partly Cloudy,71,63
"August 03, 2014 at 05:46AM",64,Mostly Cloudy,75,66
"August 04, 2014 at 05:48AM",72,Cloudy,80,67
"August 05, 2014 at 05:48AM",66,Partly Cloudy,84,67
"August 06, 2014 at 05:50AM",70,Fair,83,63
"August 07, 2014 at 05:50AM",64,Fair,81,61
"August 08, 2014 at 05:50AM",64,Fair,82,63
"August 09, 2014 at 05:53AM",60,Fair,83,65
"August 10, 2014 at 05:53AM",67,Fair,85,66
"August 11, 2014 at 05:55AM",66,Fair,81,68
"August 12, 2014 at 05:55AM",68,Fair,77,70
"August 13, 2014 at 05:57AM",68,Heavy Rain,80,61
"August 14, 2014 at 05:57AM",65,Fair,78,59
"August 15, 2014 at 05:59AM",62,Fair,76,59
"August 16, 2014 at 05:59AM",59,Fair,79,66
"August 17, 2014 at 06:01AM",73,Mostly Cloudy,79,60
"August 18, 2014 at 06:01AM",64,Fair,80,60
"August 19, 2014 at 06:03AM",58,Fair,78,60
"August 20, 2014 at 06:03AM",61,Fair,79,62
"August 21, 2014 at 06:05AM",67,Partly Cloudy,76,65
"August 22, 2014 at 06:05AM",67,Partly Cloudy,73,62
"August 23, 2014 at 06:05AM",66,Cloudy,75,59
"August 24, 2014 at 06:08AM",61,Fair,78,61
"August 25, 2014 at 06:08AM",60,Fair,83,65
"August 26, 2014 at 06:10AM",68,Fair,82,66
"August 27, 2014 at 06:10AM",66,Fair,85,64
"August 28, 2014 at 06:12AM",67,Fair,82,58
"August 29, 2014 at 06:12AM",59,Fair,77,62
"August 30, 2014 at 06:14AM",67,Partly Cloudy,76,68
"August 31, 2014 at 06:14AM",74,Cloudy,82,71
"September 01, 2014 at 06:16AM",76,Cloudy,84,71
"September 02, 2014 at 06:16AM",73,Partly Cloudy,87,70
"September 03, 2014 at 06:18AM",74,Partly Cloudy,85,63
"September 04, 2014 at 06:18AM",63,Fair,83,67
"September 05, 2014 at 06:20AM",74,Cloudy,84,72
"September 06, 2014 at 06:20AM",76,Partly Cloudy,86,65
"September 07, 2014 at 06:22AM",67,Partly Cloudy,80,60
"September 08, 2014 at 06:22AM",61,Fair,77,61
"September 09, 2014 at 06:22AM",59,Fair,75,61
"September 10, 2014 at 06:25AM",59,Mostly Cloudy,77,66
"September 11, 2014 at 06:25AM",69,Partly Cloudy,79,57
"September 12, 2014 at 06:27AM",59,Fair,75,55
"September 13, 2014 at 06:27AM",58,Cloudy,72,54
"September 14, 2014 at 06:29AM",53,Fair,71,51
"September 15, 2014 at 06:29AM",51,Fair,70,61
"September 16, 2014 at 06:31AM",56,Partly Cloudy,71,52
"September 17, 2014 at 06:31AM",49,Fair,72,55
"September 18, 2014 at 06:33AM",52,Mostly Cloudy,75,50
"September 19, 2014 at 06:33AM",52,Partly Cloudy,66,54
"September 20, 2014 at 06:35AM",55,Cloudy,73,65
"September 21, 2014 at 06:35AM",70,Heavy Rain,78,62
"September 22, 2014 at 06:37AM",67,Fair,70,48
"September 23, 2014 at 06:37AM",51,Fair,70,54
"September 24, 2014 at 06:40AM",52,Fair,72,58
"September 25, 2014 at 06:40AM",60,Cloudy,63,55
"September 26, 2014 at 06:40AM",58,Fair,76,57
"September 27, 2014 at 06:42AM",58,Fair,80,59
"September 28, 2014 at 06:42AM",54,Fair,79,63
"September 30, 2014 at 06:44AM",66,Cloudy,71,58
"October 01, 2014 at 06:46AM",61,Light Rain,63,57
"October 02, 2014 at 06:46AM",61,Cloudy,65,52
"October 03, 2014 at 06:48AM",49,Fair,68,58
"October 04, 2014 at 06:50AM",62,Cloudy,67,46
"October 05, 2014 at 06:50AM",50,Partly Cloudy,62,49
"October 06, 2014 at 06:52AM",40,Fair,69,61
"October 07, 2014 at 06:52AM",69,Cloudy,72,63
"October 08, 2014 at 06:54AM",68,Mostly Cloudy,70,51
"October 09, 2014 at 06:54AM",57,Fair,68,49
"October 10, 2014 at 06:54AM",42,Fair,64,51
"October 11, 2014 at 06:57AM",50,Light Rain,56,45
"October 12, 2014 at 06:57AM",43,Fair,63,50
"October 13, 2014 at 06:59AM",46,Mostly Cloudy,66,59
"October 14, 2014 at 06:59AM",65,Cloudy,73,64
"October 15, 2014 at 07:01AM",70,Cloudy,73,66
"October 16, 2014 at 07:03AM",72,Cloudy,70,57
"October 17, 2014 at 07:03AM",61,Mostly Cloudy,69,59
"October 18, 2014 at 07:05AM",65,Mostly Cloudy,67,47
"October 19, 2014 at 07:05AM",54,Cloudy,54,39
"October 20, 2014 at 07:07AM",43,Fair,59,54
"October 21, 2014 at 07:07AM",51,Mostly Cloudy,68,54
"October 22, 2014 at 07:09AM",56,Cloudy,57,51
"October 25, 2014 at 07:12AM",47,Fair,65,51
"October 26, 2014 at 07:14AM",52,Fair,57,46
"October 27, 2014 at 07:14AM",51,Partly Cloudy,62,49
"October 28, 2014 at 07:16AM",43,Fair,69,59
"October 29, 2014 at 07:16AM",53,Partly Cloudy,68,47
"October 30, 2014 at 07:18AM",40,Fair,59,42
"October 31, 2014 at 07:20AM",44,Mostly Cloudy,58,46
"November 01, 2014 at 07:20AM",48,Mostly Cloudy,49,40
"November 02, 2014 at 06:22AM",44,Fair,48,34
"November 03, 2014 at 06:22AM",40,Fair,58,43
"November 04, 2014 at 06:24AM",50,Fair,63,52
"November 05, 2014 at 06:26AM",58,Mostly Cloudy,63,49
"November 06, 2014 at 06:26AM",53,Cloudy,56,46
"November 07, 2014 at 06:29AM",49,Cloudy,51,34
"November 08, 2014 at 06:29AM",37,Partly Cloudy,48,44
"November 09, 2014 at 06:31AM",45,Cloudy,55,40
"November 10, 2014 at 06:31AM",36,Fair,59,48
"November 11, 2014 at 06:33AM",39,Mostly Cloudy,64,53
"November 12, 2014 at 06:33AM",57,Fog,63,36
"November 13, 2014 at 06:35AM",39,Fair,50,35
"November 14, 2014 at 06:37AM",39,Cloudy,43,29
"November 15, 2014 at 06:37AM",35,Mostly Cloudy,42,33
"November 16, 2014 at 06:39AM",27,Partly Cloudy,49,40
"November 17, 2014 at 06:39AM",41,Rain,57,33
"November 18, 2014 at 06:41AM",41,Fair,34,23
"November 19, 2014 at 06:44AM",26,Fair,35,31
"November 20, 2014 at 06:44AM",41,Mostly Cloudy,42,27
"November 21, 2014 at 06:46AM",31,Fair,37,27
"November 22, 2014 at 06:46AM",30,Fair,43,39
"November 23, 2014 at 06:48AM",47,Mostly Cloudy,51,47
"November 24, 2014 at 06:48AM",61,Light Rain,61,51
"November 25, 2014 at 06:50AM",56,Cloudy,55,41
"November 26, 2014 at 06:50AM",47,Cloudy,46,32
"November 27, 2014 at 06:52AM",37,Cloudy,40,29
"November 28, 2014 at 06:52AM",33,Fair,36,24
"November 29, 2014 at 06:54AM",22,Fair,36,34
"November 30, 2014 at 06:54AM",51,Cloudy,52,47
"December 01, 2014 at 06:56AM",51,Mostly Cloudy,56,33
"December 02, 2014 at 06:56AM",38,Fair,41,39
"December 03, 2014 at 06:58AM",39,Cloudy,50,35
"December 04, 2014 at 06:58AM",41,Fair,43,28
"December 05, 2014 at 07:01AM",29,Partly Cloudy,47,43
"December 06, 2014 at 07:01AM",40,Cloudy,49,36
"December 07, 2014 at 07:03AM",40,Fair,39,22
"December 08, 2014 at 07:03AM",22,Fair,38,34
"December 09, 2014 at 07:03AM",36,Rain,45,39
"December 10, 2014 at 07:05AM",41,Cloudy,41,32
"December 11, 2014 at 07:05AM",36,Cloudy,38,29
"December 12, 2014 at 07:05AM",32,Cloudy,37,30
"December 13, 2014 at 07:07AM",36,Fair,39,32
"December 14, 2014 at 07:07AM",40,Partly Cloudy,43,32
"December 15, 2014 at 07:09AM",34,Fair,44,34
"December 16, 2014 at 07:09AM",32,Mostly Cloudy,46,37
"December 17, 2014 at 07:09AM",43,Cloudy,51,35
"December 18, 2014 at 07:11AM",41,Partly Cloudy,43,32
"December 19, 2014 at 07:11AM",39,Cloudy,38,29
"December 20, 2014 at 07:11AM",29,Partly Cloudy,40,32
"December 21, 2014 at 07:11AM",35,Cloudy,38,34
"December 22, 2014 at 07:13AM",37,Cloudy,44,40
"December 23, 2014 at 07:13AM",45,Cloudy,49,46
"December 24, 2014 at 07:13AM",45,Cloudy,54,53
"December 25, 2014 at 07:13AM",54,Light Rain,58,37
"December 26, 2014 at 07:13AM",42,Fair,47,38
"December 27, 2014 at 07:16AM",31,Fair,50,42
"December 28, 2014 at 07:16AM",48,Cloudy,50,35
"December 29, 2014 at 07:16AM",38,Partly Cloudy,43,29
"December 30, 2014 at 07:16AM",26,Mostly Cloudy,36,27
"December 31, 2014 at 07:16AM",29,Cloudy,33,26
"January 01, 2015 at 07:16AM",29,Fair,39,31
"January 02, 2015 at 07:16AM",39,Fair,40,25
"January 03, 2015 at 07:16AM",27,Fair,41,40
"January 04, 2015 at 07:16AM",36,Cloudy,55,36
"January 05, 2015 at 07:16AM",43,Partly Cloudy,46,19
"January 06, 2015 at 07:16AM",20,Cloudy,27,23
"January 07, 2015 at 07:16AM",23,Mostly Cloudy,26,4
"January 08, 2015 at 07:16AM",7,Fair,24,20
"January 09, 2015 at 07:16AM",34,Cloudy,32,17
"January 10, 2015 at 07:16AM",20,Fair,24,17
"January 11, 2015 at 07:16AM",19,Fair,34,30
"January 12, 2015 at 07:16AM",38,Cloudy,38,27
"January 13, 2015 at 07:16AM",30,Partly Cloudy,27,11
"January 14, 2015 at 07:13AM",16,Cloudy,33,22
"January 15, 2015 at 07:13AM",20,Partly Cloudy,35,27
"January 16, 2015 at 07:13AM",31,Fair,39,12
"January 17, 2015 at 07:13AM",14,Fair,27,25
"January 18, 2015 at 07:11AM",27,Cloudy,47,33
"January 19, 2015 at 07:11AM",33,Cloudy,39,26
"January 20, 2015 at 07:11AM",33,Cloudy,36,22
"January 21, 2015 at 07:11AM",20,Fair,36,27
"January 22, 2015 at 07:09AM",29,Cloudy,39,24
"January 23, 2015 at 07:09AM",26,Fair,37,31
"January 24, 2015 at 07:09AM",33,Light Snow,36,30
"January 25, 2015 at 07:07AM",35,Partly Cloudy,37,18
"January 26, 2015 at 07:07AM",20,Cloudy,31,23
"January 27, 2015 at 07:07AM",21,Fog,25,15
"January 28, 2015 at 07:05AM",16,Fair,28,13
"January 29, 2015 at 07:03AM",15,Fair,32,30
"January 30, 2015 at 07:03AM",33,Cloudy,36,10
"January 31, 2015 at 07:03AM",10,Fair,23,16
"February 01, 2015 at 07:03AM",6,Fair,34,22
"February 02, 2015 at 07:01AM",24,Snow/Fog,34,8
"February 03, 2015 at 07:01AM",9,Partly Cloudy,25,17
"February 04, 2015 at 06:58AM",17,Cloudy,40,31
"February 05, 2015 at 06:58AM",31,Cloudy,34,3
"February 06, 2015 at 06:56AM",9,Fair,26,16
"February 07, 2015 at 06:54AM",23,Cloudy,32,30
"February 08, 2015 at 06:54AM",32,Cloudy,35,24
"February 09, 2015 at 06:52AM",20,Light Snow,28,21
"February 10, 2015 at 06:52AM",22,Cloudy,35,14
"February 11, 2015 at 06:50AM",20,Fair,29,12
"February 12, 2015 at 06:48AM",21,Cloudy,35,6
"February 13, 2015 at 06:48AM",5,Fair,17,7
"February 14, 2015 at 06:46AM",2,Cloudy,35,21
"February 15, 2015 at 06:46AM",18,Cloudy,18,-3
"February 16, 2015 at 06:44AM",0,Fair,20,9
"February 17, 2015 at 06:44AM",11,Light Snow,27,10
"February 18, 2015 at 06:41AM",7,Fair,30,14
"February 19, 2015 at 06:39AM",19,Cloudy,22,2
"February 20, 2015 at 06:37AM",2,Fair,19,5
"February 21, 2015 at 06:37AM",-1,Fair,32,30
"February 22, 2015 at 06:35AM",30,Light Snow,36,17
"February 23, 2015 at 06:33AM",30,Cloudy,23,-5
"February 24, 2015 at 06:33AM",2,Fair,22,15
"February 25, 2015 at 06:31AM",9,Fair,35,11
"February 26, 2015 at 06:31AM",20,Partly Cloudy,27,11
"February 27, 2015 at 06:29AM",16,Fair,29,5
"February 28, 2015 at 06:26AM",12,Partly Cloudy,29,10
"March 01, 2015 at 06:24AM",13,Cloudy,32,29
"March 02, 2015 at 06:22AM",27,Cloudy,36,13
"March 03, 2015 at 06:22AM",21,Fair,32,29
"March 04, 2015 at 06:20AM",34,Light Rain,38,26
"March 05, 2015 at 06:18AM",33,Light Snow,27,8
"March 06, 2015 at 06:16AM",11,Fair,26,13
"March 07, 2015 at 06:14AM",20,Fair,35,26
"March 08, 2015 at 07:14AM",22,Partly Cloudy,43,27
"March 09, 2015 at 07:12AM",20,Mostly Cloudy,44,29
"March 10, 2015 at 07:12AM",26,Fair,43,36
"March 11, 2015 at 07:09AM",35,Fog,50,32
"March 12, 2015 at 07:07AM",39,Partly Cloudy,39,19
"March 13, 2015 at 07:05AM",25,Fair,39,33
"March 14, 2015 at 07:03AM",35,Cloudy,44,35
"March 15, 2015 at 07:01AM",40,Cloudy,45,28
"March 16, 2015 at 07:01AM",33,Fair,45,36
"March 17, 2015 at 06:59AM",36,Light Rain,50,25
"March 18, 2015 at 06:57AM",29,Fair,36,21
"March 19, 2015 at 06:54AM",25,Partly Cloudy,39,19
"March 20, 2015 at 06:54AM",25,Fair,35,28
"March 21, 2015 at 06:52AM",28,Cloudy,41,29
"March 22, 2015 at 06:50AM",34,Fair,34,19
"March 23, 2015 at 06:48AM",21,Fair,35,21
"March 24, 2015 at 06:46AM",24,Mostly Cloudy,39,25
"March 25, 2015 at 06:44AM",21,Fair,43,38
"March 26, 2015 at 06:44AM",38,Fog,50,40
"March 27, 2015 at 06:42AM",41,Light Rain,47,32
"March 28, 2015 at 06:40AM",36,Cloudy,36,26
"March 29, 2015 at 06:40AM",27,Cloudy,42,32
"March 30, 2015 at 06:37AM",36,Cloudy,47,34
"March 31, 2015 at 06:35AM",37,Partly Cloudy,44,30
"April 01, 2015 at 06:33AM",34,Partly Cloudy,47,32
"April 02, 2015 at 06:31AM",25,Fair,52,44
"April 03, 2015 at 06:31AM",45,Cloudy,55,47
"April 04, 2015 at 06:29AM",50,Fog,49,33
"April 05, 2015 at 06:27AM",36,Fair,48,37
"April 06, 2015 at 06:25AM",31,Partly Cloudy,53,44
"April 07, 2015 at 06:22AM",45,Cloudy,49,37
"April 08, 2015 at 06:22AM",40,Cloudy,44,35
